file_id,file_name,longitude_latitude,buildings
306,BLD01187_PS3_K3A_NIA0373,"[[121.5984786079, 31.3043725971, 0.0], [121.6043952008, 31.3044370403, 0.0], [121.6043202958, 31.3095171654, 0.0], [121.5984033856, 31.3094527094, 0.0]]",13
307,BLD01188_PS3_K3A_NIA0373,"[[121.6043952008, 31.3044370403, 0.0], [121.6103118127, 31.304501211, 0.0], [121.610237225, 31.3095813489, 0.0], [121.6043202958, 31.3095171654, 0.0]]",37
308,BLD01189_PS3_K3A_NIA0373,"[[121.6103118127, 31.304501211, 0.0], [121.6162284434, 31.3045651093, 0.0], [121.616154173, 31.3096452598, 0.0], [121.610237225, 31.3095813489, 0.0]]",22
309,BLD01190_PS3_K3A_NIA0373,"[[121.6162284434, 31.3045651093, 0.0], [121.6221450929, 31.3046287351, 0.0], [121.6220711399, 31.3097088983, 0.0], [121.616154173, 31.3096452598, 0.0]]",26
310,BLD01192_PS3_K3A_NIA0373,"[[121.6280617612, 31.3046920885, 0.0], [121.6339784481, 31.3047551694, 0.0], [121.6339051297, 31.3098353577, 0.0], [121.6279881254, 31.3097722643, 0.0]]",116
311,BLD01193_PS3_K3A_NIA0373,"[[121.6339784481, 31.3047551694, 0.0], [121.6398951535, 31.3048179778, 0.0], [121.6398221524, 31.3098981786, 0.0], [121.6339051297, 31.3098353577, 0.0]]",7
312,BLD01195_PS3_K3A_NIA0373,"[[121.6458118775, 31.3048805138, 0.0], [121.6517286198, 31.3049427772, 0.0], [121.6516562533, 31.3100230028, 0.0], [121.6457391937, 31.309960727, 0.0]]",70
313,BLD01196_PS3_K3A_NIA0373,"[[121.6517286198, 31.3049427772, 0.0], [121.6576453804, 31.3050047682, 0.0], [121.6575733313, 31.3100850061, 0.0], [121.6516562533, 31.3100230028, 0.0]]",107
314,BLD01197_PS3_K3A_NIA0373,"[[121.6576453804, 31.3050047682, 0.0], [121.6635621593, 31.3050664868, 0.0], [121.6634904275, 31.3101467369, 0.0], [121.6575733313, 31.3100850061, 0.0]]",170
315,BLD01199_PS3_K3A_NIA0373,"[[121.5512242976, 31.2987672313, 0.0], [121.5571404187, 31.2988338408, 0.0], [121.557062995, 31.3039138662, 0.0], [121.5511465567, 31.3038472434, 0.0]]",31
316,BLD01234_PS3_K3A_NIA0373,"[[121.6222929429, 31.2944683962, 0.0], [121.6282089768, 31.2945317244, 0.0], [121.6281353783, 31.2996119085, 0.0], [121.6222190273, 31.2995485678, 0.0]]",27
317,BLD01235_PS3_K3A_NIA0373,"[[121.6282089768, 31.2945317244, 0.0], [121.6341250293, 31.2945947803, 0.0], [121.634051748, 31.2996749769, 0.0], [121.6281353783, 31.2996119085, 0.0]]",202
318,BLD01236_PS3_K3A_NIA0373,"[[121.6341250293, 31.2945947803, 0.0], [121.6400411003, 31.2946575637, 0.0], [121.6399681362, 31.2997377729, 0.0], [121.634051748, 31.2996749769, 0.0]]",19
319,BLD01237_PS3_K3A_NIA0373,"[[121.6400411003, 31.2946575637, 0.0], [121.6459571898, 31.2947200748, 0.0], [121.6458845428, 31.2998002964, 0.0], [121.6399681362, 31.2997377729, 0.0]]",68
320,BLD01238_PS3_K3A_NIA0373,"[[121.6459571898, 31.2947200748, 0.0], [121.6518732977, 31.2947823136, 0.0], [121.6518009679, 31.2998625475, 0.0], [121.6458845428, 31.2998002964, 0.0]]",93
321,BLD01239_PS3_K3A_NIA0373,"[[121.6518732977, 31.2947823136, 0.0], [121.6577894239, 31.2948442799, 0.0], [121.6577174113, 31.2999245262, 0.0], [121.6518009679, 31.2998625475, 0.0]]",275
322,BLD01240_PS3_K3A_NIA0373,"[[121.6577894239, 31.2948442799, 0.0], [121.6637055683, 31.2949059739, 0.0], [121.6636338729, 31.2999862324, 0.0], [121.6577174113, 31.2999245262, 0.0]]",233
323,BLD01241_PS3_K3A_NIA0373,"[[121.6637055683, 31.2949059739, 0.0], [121.6696217309, 31.2949673956, 0.0], [121.6695503526, 31.3000476663, 0.0], [121.6636338729, 31.2999862324, 0.0]]",258
324,BLD01242_PS3_K3A_NIA0373,"[[121.5099718662, 31.2881334901, 0.0], [121.5158872139, 31.2882019789, 0.0], [121.5158076103, 31.2932819189, 0.0], [121.5098919456, 31.2932134164, 0.0]]",115
325,BLD01244_PS3_K3A_NIA0373,"[[121.5218025817, 31.2882701955, 0.0], [121.5277179696, 31.2883381398, 0.0], [121.527639, 31.2934181068, 0.0], [121.5217232951, 31.293350149, 0.0]]",147
326,BLD01245_PS3_K3A_NIA0373,"[[121.5277179696, 31.2883381398, 0.0], [121.5336333775, 31.2884058118, 0.0], [121.5335547249, 31.2934857923, 0.0], [121.527639, 31.2934181068, 0.0]]",191
327,BLD01246_PS3_K3A_NIA0373,"[[121.5336333775, 31.2884058118, 0.0], [121.5395488053, 31.2884732117, 0.0], [121.5394704697, 31.2935532055, 0.0], [121.5335547249, 31.2934857923, 0.0]]",183
328,BLD01248_PS3_K3A_NIA0373,"[[121.545464253, 31.2885403392, 0.0], [121.5513797203, 31.2886071945, 0.0], [121.5513020188, 31.293687215, 0.0], [121.5453862344, 31.2936203464, 0.0]]",91
329,BLD01251_PS3_K3A_NIA0373,"[[121.563210714, 31.2887400883, 0.0], [121.5691262401, 31.2888061268, 0.0], [121.5690494897, 31.2938861868, 0.0], [121.5631336465, 31.2938201352, 0.0]]",68
330,BLD01252_PS3_K3A_NIA0373,"[[121.5691262401, 31.2888061268, 0.0], [121.5750417857, 31.288871893, 0.0], [121.5749653523, 31.2939519661, 0.0], [121.5690494897, 31.2938861868, 0.0]]",160
331,BLD01288_PS3_K3A_NIA0373,"[[121.616525337, 31.2842444653, 0.0], [121.6224407181, 31.2843080406, 0.0], [121.6223668399, 31.2893882205, 0.0], [121.6164511418, 31.2893246326, 0.0]]",256
332,BLD01289_PS3_K3A_NIA0373,"[[121.6224407181, 31.2843080406, 0.0], [121.6283561179, 31.2843713436, 0.0], [121.6282825567, 31.2894515361, 0.0], [121.6223668399, 31.2893882205, 0.0]]",32
333,BLD01290_PS3_K3A_NIA0373,"[[121.6283561179, 31.2843713436, 0.0], [121.6342715363, 31.2844343744, 0.0], [121.6341982921, 31.2895145794, 0.0], [121.6282825567, 31.2894515361, 0.0]]",20
334,BLD01291_PS3_K3A_NIA0373,"[[121.6342715363, 31.2844343744, 0.0], [121.6401869732, 31.2844971329, 0.0], [121.640114046, 31.2895773504, 0.0], [121.6341982921, 31.2895145794, 0.0]]",1
335,BLD01292_PS3_K3A_NIA0373,"[[121.6401869732, 31.2844971329, 0.0], [121.6461024286, 31.2845596192, 0.0], [121.6460298184, 31.2896398491, 0.0], [121.640114046, 31.2895773504, 0.0]]",64
336,BLD01293_PS3_K3A_NIA0373,"[[121.6461024286, 31.2845596192, 0.0], [121.6520179024, 31.2846218332, 0.0], [121.6519456092, 31.2897020755, 0.0], [121.6460298184, 31.2896398491, 0.0]]",156
337,BLD01294_PS3_K3A_NIA0373,"[[121.6520179024, 31.2846218332, 0.0], [121.6579333945, 31.284683775, 0.0], [121.6578614183, 31.2897640295, 0.0], [121.6519456092, 31.2897020755, 0.0]]",77
338,BLD01295_PS3_K3A_NIA0373,"[[121.6579333945, 31.284683775, 0.0], [121.6638489048, 31.2847454444, 0.0], [121.6637772456, 31.2898257113, 0.0], [121.6578614183, 31.2897640295, 0.0]]",132
339,BLD01296_PS3_K3A_NIA0373,"[[121.6638489048, 31.2847454444, 0.0], [121.6697644332, 31.2848068417, 0.0], [121.6696930911, 31.2898871207, 0.0], [121.6637772456, 31.2898257113, 0.0]]",56
340,BLD01297_PS3_K3A_NIA0373,"[[121.504216953, 31.277904891, 0.0], [121.5101316468, 31.2779736247, 0.0], [121.5100517666, 31.2830535595, 0.0], [121.504136756, 31.2829848121, 0.0]]",218
341,BLD01298_PS3_K3A_NIA0373,"[[121.5101316468, 31.2779736247, 0.0], [121.5160463607, 31.2780420863, 0.0], [121.5159667974, 31.2831220347, 0.0], [121.5100517666, 31.2830535595, 0.0]]",171
342,BLD01299_PS3_K3A_NIA0373,"[[121.5160463607, 31.2780420863, 0.0], [121.5219610948, 31.2781102758, 0.0], [121.5218818483, 31.2831902377, 0.0], [121.5159667974, 31.2831220347, 0.0]]",176
343,BLD01300_PS3_K3A_NIA0373,"[[121.5219610948, 31.2781102758, 0.0], [121.5278758489, 31.2781781931, 0.0], [121.5277969193, 31.2832581685, 0.0], [121.5218818483, 31.2831902377, 0.0]]",162
344,BLD01302_PS3_K3A_NIA0373,"[[121.533790623, 31.2782458383, 0.0], [121.5397054171, 31.2783132113, 0.0], [121.5396271211, 31.2833932136, 0.0], [121.5337120102, 31.2833258272, 0.0]]",120
345,BLD01303_PS3_K3A_NIA0373,"[[121.5397054171, 31.2783132113, 0.0], [121.5456202309, 31.2783803122, 0.0], [121.5455422518, 31.2834603278, 0.0], [121.5396271211, 31.2833932136, 0.0]]",139
346,BLD01304_PS3_K3A_NIA0373,"[[121.5456202309, 31.2783803122, 0.0], [121.5515350645, 31.2784471409, 0.0], [121.5514574022, 31.2835271698, 0.0], [121.5455422518, 31.2834603278, 0.0]]",174
347,BLD01338_PS3_K3A_NIA0373,"[[121.5871002176, 31.2737622862, 0.0], [121.5930148703, 31.2738271969, 0.0], [121.5929394454, 31.2789073215, 0.0], [121.5870244759, 31.2788423979, 0.0]]",157
348,BLD01339_PS3_K3A_NIA0373,"[[121.5930148703, 31.2738271969, 0.0], [121.5989295421, 31.2738918354, 0.0], [121.5988544339, 31.2789719728, 0.0], [121.5929394454, 31.2789073215, 0.0]]",218
349,BLD01340_PS3_K3A_NIA0373,"[[121.5989295421, 31.2738918354, 0.0], [121.6048442329, 31.2739562019, 0.0], [121.6047694415, 31.279036352, 0.0], [121.5988544339, 31.2789719728, 0.0]]",134
350,BLD01341_PS3_K3A_NIA0373,"[[121.6048442329, 31.2739562019, 0.0], [121.6107589426, 31.2740202961, 0.0], [121.6106844681, 31.2791004591, 0.0], [121.6047694415, 31.279036352, 0.0]]",114
351,BLD01342_PS3_K3A_NIA0373,"[[121.6107589426, 31.2740202961, 0.0], [121.6166736711, 31.2740841183, 0.0], [121.6165995135, 31.2791642939, 0.0], [121.6106844681, 31.2791004591, 0.0]]",31
352,BLD01343_PS3_K3A_NIA0373,"[[121.6166736711, 31.2740841183, 0.0], [121.6225884185, 31.2741476683, 0.0], [121.6225145776, 31.2792278565, 0.0], [121.6165995135, 31.2791642939, 0.0]]",21
353,BLD01344_PS3_K3A_NIA0373,"[[121.6225884185, 31.2741476683, 0.0], [121.6285031845, 31.2742109462, 0.0], [121.6284296605, 31.279291147, 0.0], [121.6225145776, 31.2792278565, 0.0]]",22
354,BLD01345_PS3_K3A_NIA0373,"[[121.6285031845, 31.2742109462, 0.0], [121.6344179691, 31.2742739519, 0.0], [121.634344762, 31.2793541652, 0.0], [121.6284296605, 31.279291147, 0.0]]",39
355,BLD01348_PS3_K3A_NIA0373,"[[121.6462475939, 31.2743991469, 0.0], [121.6521624339, 31.2744613362, 0.0], [121.6520901773, 31.2795415868, 0.0], [121.6461750205, 31.2794793851, 0.0]]",142
356,BLD01349_PS3_K3A_NIA0373,"[[121.6521624339, 31.2744613362, 0.0], [121.6580772922, 31.2745232533, 0.0], [121.6580053524, 31.2796035162, 0.0], [121.6520901773, 31.2795415868, 0.0]]",148
357,BLD01350_PS3_K3A_NIA0373,"[[121.6580772922, 31.2745232533, 0.0], [121.6639921687, 31.2745848983, 0.0], [121.6639205458, 31.2796651734, 0.0], [121.6580053524, 31.2796035162, 0.0]]",177
358,BLD01351_PS3_K3A_NIA0373,"[[121.6639921687, 31.2745848983, 0.0], [121.6699070633, 31.2746462711, 0.0], [121.6698357573, 31.2797265585, 0.0], [121.6639205458, 31.2796651734, 0.0]]",186
359,BLD01352_PS3_K3A_NIA0373,"[[121.5102913465, 31.2678137426, 0.0], [121.516205427, 31.2678821769, 0.0], [121.5161259039, 31.2729621337, 0.0], [121.5102115067, 31.2728936857, 0.0]]",159
360,BLD01354_PS3_K3A_NIA0373,"[[121.5221195276, 31.2679503393, 0.0], [121.5280336483, 31.2680182296, 0.0], [121.5279547586, 31.2730982135, 0.0], [121.5220403212, 31.2730303096, 0.0]]",185
361,BLD01355_PS3_K3A_NIA0373,"[[121.5280336483, 31.2680182296, 0.0], [121.533947789, 31.2680858479, 0.0], [121.5338692159, 31.2731658452, 0.0], [121.5279547586, 31.2730982135, 0.0]]",124
362,BLD01388_PS3_K3A_NIA0373,"[[121.5576818363, 31.263273546, 0.0], [121.563595759, 31.2633397909, 0.0], [121.563518789, 31.2684198587, 0.0], [121.5576045497, 31.2683536007, 0.0]]",82
363,BLD01393_PS3_K3A_NIA0373,"[[121.5872516437, 31.2636020504, 0.0], [121.593165663, 31.2636669353, 0.0], [121.5930902762, 31.2687470682, 0.0], [121.5871759403, 31.2686821704, 0.0]]",186
364,BLD01394_PS3_K3A_NIA0373,"[[121.593165663, 31.2636669353, 0.0], [121.5990797014, 31.2637315481, 0.0], [121.5990046312, 31.2688116939, 0.0], [121.5930902762, 31.2687470682, 0.0]]",167
365,BLD01396_PS3_K3A_NIA0373,"[[121.6049937587, 31.2637958889, 0.0], [121.610907835, 31.2638599577, 0.0], [121.6108333982, 31.268940129, 0.0], [121.6049190053, 31.2688760475, 0.0]]",136
366,BLD01397_PS3_K3A_NIA0373,"[[121.610907835, 31.2638599577, 0.0], [121.6168219302, 31.2639237545, 0.0], [121.61674781, 31.2690039385, 0.0], [121.6108333982, 31.268940129, 0.0]]",83
367,BLD01399_PS3_K3A_NIA0373,"[[121.6227360441, 31.2639872792, 0.0], [121.6286501767, 31.264050532, 0.0], [121.6285766899, 31.2691307411, 0.0], [121.6226622406, 31.2690674759, 0.0]]",33
368,BLD01403_PS3_K3A_NIA0373,"[[121.6463926857, 31.2642386579, 0.0], [121.6523068922, 31.2643008224, 0.0], [121.6522346722, 31.2693810814, 0.0], [121.646320149, 31.2693189045, 0.0]]",51
369,BLD01404_PS3_K3A_NIA0373,"[[121.6523068922, 31.2643008224, 0.0], [121.658221117, 31.264362715, 0.0], [121.6581492137, 31.2694429862, 0.0], [121.6522346722, 31.2693810814, 0.0]]",141
370,BLD01405_PS3_K3A_NIA0373,"[[121.658221117, 31.264362715, 0.0], [121.66413536, 31.2644243354, 0.0], [121.6640637734, 31.2695046189, 0.0], [121.6581492137, 31.2694429862, 0.0]]",143
371,BLD01406_PS3_K3A_NIA0373,"[[121.66413536, 31.2644243354, 0.0], [121.6700496212, 31.2644856838, 0.0], [121.6699783513, 31.2695659795, 0.0], [121.6640637734, 31.2695046189, 0.0]]",228
372,BLD01440_PS3_K3A_NIA0373,"[[121.5341833887, 31.2528458309, 0.0], [121.5400965996, 31.252913137, 0.0], [121.5400184027, 31.2579931602, 0.0], [121.5341048753, 31.2579258408, 0.0]]",7
373,BLD01443_PS3_K3A_NIA0373,"[[121.5519230808, 31.2530469335, 0.0], [121.5578363509, 31.253113424, 0.0], [121.5577591034, 31.2581934871, 0.0], [121.5518455168, 31.2581269834, 0.0]]",143
374,BLD01445_PS3_K3A_NIA0373,"[[121.5637496405, 31.2531796425, 0.0], [121.5696629497, 31.2532455892, 0.0], [121.5695863351, 31.2583256786, 0.0], [121.5636727095, 31.2582597188, 0.0]]",106
375,BLD01447_PS3_K3A_NIA0373,"[[121.5755762782, 31.253311264, 0.0], [121.581489626, 31.2533766668, 0.0], [121.5814136444, 31.2584567823, 0.0], [121.5754999801, 31.2583913664, 0.0]]",166
376,BLD01448_PS3_K3A_NIA0373,"[[121.581489626, 31.2533766668, 0.0], [121.5874029931, 31.2534417978, 0.0], [121.587327328, 31.2585219262, 0.0], [121.5814136444, 31.2584567823, 0.0]]",113
377,BLD01449_PS3_K3A_NIA0373,"[[121.5874029931, 31.2534417978, 0.0], [121.5933163793, 31.2535066569, 0.0], [121.5932410307, 31.2585867982, 0.0], [121.587327328, 31.2585219262, 0.0]]",102
378,BLD01450_PS3_K3A_NIA0373,"[[121.5933163793, 31.2535066569, 0.0], [121.5992297846, 31.253571244, 0.0], [121.5991547525, 31.2586513982, 0.0], [121.5932410307, 31.2585867982, 0.0]]",63
379,BLD01452_PS3_K3A_NIA0373,"[[121.6051432089, 31.2536355593, 0.0], [121.6110566521, 31.2536996026, 0.0], [121.610982253, 31.2587797822, 0.0], [121.6050684933, 31.2587157262, 0.0]]",48
380,BLD01453_PS3_K3A_NIA0373,"[[121.6110566521, 31.2536996026, 0.0], [121.6169701142, 31.253763374, 0.0], [121.6168960315, 31.2588435663, 0.0], [121.610982253, 31.2587797822, 0.0]]",60
381,BLD01454_PS3_K3A_NIA0373,"[[121.6169701142, 31.253763374, 0.0], [121.622883595, 31.2538268735, 0.0], [121.6228098289, 31.2589070785, 0.0], [121.6168960315, 31.2588435663, 0.0]]",68
382,BLD01455_PS3_K3A_NIA0373,"[[121.622883595, 31.2538268735, 0.0], [121.6287970944, 31.2538901011, 0.0], [121.6287236448, 31.2589703186, 0.0], [121.6228098289, 31.2589070785, 0.0]]",54
383,BLD01459_PS3_K3A_NIA0373,"[[121.6465377041, 31.2540781522, 0.0], [121.6524512775, 31.254140292, 0.0], [121.652379094, 31.2592205593, 0.0], [121.6464652041, 31.2591584071, 0.0]]",251
384,BLD01494_PS3_K3A_NIA0373,"[[121.5284277974, 31.2426182475, 0.0], [121.5343403558, 31.2426857986, 0.0], [121.5342618822, 31.2477658168, 0.0], [121.5283490075, 31.2476982523, 0.0]]",89
385,BLD01497_PS3_K3A_NIA0373,"[[121.5461655321, 31.2428200855, 0.0], [121.5520781499, 31.2428868212, 0.0], [121.5520006252, 31.2479668795, 0.0], [121.5460876911, 31.2479001304, 0.0]]",131
386,BLD01498_PS3_K3A_NIA0373,"[[121.5520781499, 31.2428868212, 0.0], [121.5579907873, 31.2429532852, 0.0], [121.5579135789, 31.2480333567, 0.0], [121.5520006252, 31.2479668795, 0.0]]",119
387,BLD01500_PS3_K3A_NIA0373,"[[121.5639034442, 31.2430194775, 0.0], [121.5698161206, 31.2430853979, 0.0], [121.5697395448, 31.2481654956, 0.0], [121.5638265521, 31.2480995621, 0.0]]",132
388,BLD01503_PS3_K3A_NIA0373,"[[121.5816415315, 31.2432164234, 0.0], [121.5875542659, 31.2432815285, 0.0], [121.587478639, 31.2483616652, 0.0], [121.5815655884, 31.2482965472, 0.0]]",52
389,BLD01504_PS3_K3A_NIA0373,"[[121.5875542659, 31.2432815285, 0.0], [121.5934670193, 31.2433463618, 0.0], [121.5933917089, 31.2484265114, 0.0], [121.587478639, 31.2483616652, 0.0]]",59
390,BLD01505_PS3_K3A_NIA0373,"[[121.5934670193, 31.2433463618, 0.0], [121.5993797919, 31.2434109232, 0.0], [121.5993047977, 31.2484910857, 0.0], [121.5933917089, 31.2484265114, 0.0]]",45
391,BLD01506_PS3_K3A_NIA0373,"[[121.5993797919, 31.2434109232, 0.0], [121.6052925834, 31.2434752129, 0.0], [121.6052179056, 31.2485553882, 0.0], [121.5993047977, 31.2484910857, 0.0]]",52
392,BLD01507_PS3_K3A_NIA0373,"[[121.6052925834, 31.2434752129, 0.0], [121.6112053938, 31.2435392307, 0.0], [121.6111310324, 31.2486194188, 0.0], [121.6052179056, 31.2485553882, 0.0]]",56
393,BLD01508_PS3_K3A_NIA0373,"[[121.6112053938, 31.2435392307, 0.0], [121.6171182231, 31.2436029768, 0.0], [121.617044178, 31.2486831775, 0.0], [121.6111310324, 31.2486194188, 0.0]]",21
394,BLD01509_PS3_K3A_NIA0373,"[[121.6171182231, 31.2436029768, 0.0], [121.6230310711, 31.243666451, 0.0], [121.6229573424, 31.2487466644, 0.0], [121.617044178, 31.2486831775, 0.0]]",68
395,BLD01510_PS3_K3A_NIA0373,"[[121.6230310711, 31.243666451, 0.0], [121.6289439378, 31.2437296535, 0.0], [121.6288705254, 31.2488098793, 0.0], [121.6229573424, 31.2487466644, 0.0]]",24
396,BLD01544_PS3_K3A_NIA0373,"[[121.6644930214, 31.2390228554, 0.0], [121.6704057002, 31.2390841428, 0.0], [121.6703345205, 31.2441644594, 0.0], [121.6644215254, 31.2441031597, 0.0]]",84
397,BLD01546_PS3_K3A_NIA0373,"[[121.676318397, 31.2391451585, 0.0], [121.6822311118, 31.2392059023, 0.0], [121.6821605647, 31.2442862431, 0.0], [121.6762475336, 31.2442254871, 0.0]]",114
398,BLD01549_PS3_K3A_NIA0373,"[[121.5285853173, 31.2324582252, 0.0], [121.5344972434, 31.2325257494, 0.0], [121.5344188095, 31.2376057761, 0.0], [121.5285065673, 31.2375382384, 0.0]]",43
399,BLD01553_PS3_K3A_NIA0373,"[[121.5522331404, 31.2327266922, 0.0], [121.5581451455, 31.2327931297, 0.0], [121.5580679761, 31.2378732096, 0.0], [121.552155655, 31.2378067588, 0.0]]",65
400,BLD01554_PS3_K3A_NIA0373,"[[121.5581451455, 31.2327931297, 0.0], [121.56405717, 31.2328592956, 0.0], [121.5639803168, 31.2379393886, 0.0], [121.5580679761, 31.2378732096, 0.0]]",67
401,BLD01558_PS3_K3A_NIA0373,"[[121.5817933601, 31.2330561633, 0.0], [121.587705462, 31.2331212424, 0.0], [121.5876298735, 31.2382013875, 0.0], [121.5817174554, 31.2381362954, 0.0]]",116
402,BLD01559_PS3_K3A_NIA0373,"[[121.587705462, 31.2331212424, 0.0], [121.5936175831, 31.2331860499, 0.0], [121.5935423107, 31.2382662079, 0.0], [121.5876298735, 31.2382013875, 0.0]]",56
403,BLD01560_PS3_K3A_NIA0373,"[[121.5936175831, 31.2331860499, 0.0], [121.5995297232, 31.2332505857, 0.0], [121.599454767, 31.2383307565, 0.0], [121.5935423107, 31.2382662079, 0.0]]",89
404,BLD01562_PS3_K3A_NIA0373,"[[121.6054418823, 31.2333148498, 0.0], [121.6113540603, 31.2333788422, 0.0], [121.6112797365, 31.2384590386, 0.0], [121.6053672423, 31.2383950334, 0.0]]",20
405,BLD01599_PS3_K3A_NIA0373,"[[121.6587239309, 31.2288006995, 0.0], [121.6646359592, 31.2288622342, 0.0], [121.6645644994, 31.2339425469, 0.0], [121.6586521549, 31.2338809999, 0.0]]",28
406,BLD01601_PS3_K3A_NIA0373,"[[121.6705480057, 31.2289234973, 0.0], [121.6764600701, 31.2289844886, 0.0], [121.6763892425, 31.2340648256, 0.0], [121.670476862, 31.2340038221, 0.0]]",36
407,BLD01602_PS3_K3A_NIA0373,"[[121.6764600701, 31.2289844886, 0.0], [121.6823721525, 31.2290452083, 0.0], [121.6823016411, 31.2341255574, 0.0], [121.6763892425, 31.2340648256, 0.0]]",11
408,BLD01604_PS3_K3A_NIA0373,"[[121.5228314834, 31.2222304173, 0.0], [121.5287427575, 31.2222981862, 0.0], [121.5286640474, 31.2273782078, 0.0], [121.5227524573, 31.2273104254, 0.0]]",58
409,BLD01605_PS3_K3A_NIA0373,"[[121.5287427575, 31.2222981862, 0.0], [121.5346540516, 31.2223656835, 0.0], [121.5345756574, 31.2274457186, 0.0], [121.5286640474, 31.2273782078, 0.0]]",24
410,BLD01606_PS3_K3A_NIA0373,"[[121.5346540516, 31.2223656835, 0.0], [121.5405653655, 31.2224329094, 0.0], [121.5404872873, 31.2275129578, 0.0], [121.5345756574, 31.2274457186, 0.0]]",33
411,BLD01607_PS3_K3A_NIA0373,"[[121.5405653655, 31.2224329094, 0.0], [121.5464766991, 31.2224998636, 0.0], [121.5463989369, 31.2275799254, 0.0], [121.5404872873, 31.2275129578, 0.0]]",41
412,BLD01608_PS3_K3A_NIA0373,"[[121.5464766991, 31.2224998636, 0.0], [121.5523880525, 31.2225665463, 0.0], [121.5523106063, 31.2276466213, 0.0], [121.5463989369, 31.2275799254, 0.0]]",57
413,BLD01609_PS3_K3A_NIA0373,"[[121.5523880525, 31.2225665463, 0.0], [121.5582994255, 31.2226329575, 0.0], [121.5582222952, 31.2277130457, 0.0], [121.5523106063, 31.2276466213, 0.0]]",59
414,BLD01610_PS3_K3A_NIA0373,"[[121.5582994255, 31.2226329575, 0.0], [121.564210818, 31.222699097, 0.0], [121.5641340037, 31.2277791984, 0.0], [121.5582222952, 31.2277130457, 0.0]]",128
415,BLD01611_PS3_K3A_NIA0373,"[[121.564210818, 31.222699097, 0.0], [121.5701222299, 31.2227649651, 0.0], [121.5700457317, 31.2278450795, 0.0], [121.5641340037, 31.2277791984, 0.0]]",133
416,BLD01612_PS3_K3A_NIA0373,"[[121.5701222299, 31.2227649651, 0.0], [121.5760336612, 31.2228305615, 0.0], [121.575957479, 31.227910689, 0.0], [121.5700457317, 31.2278450795, 0.0]]",52
417,BLD01613_PS3_K3A_NIA0373,"[[121.5760336612, 31.2228305615, 0.0], [121.5819451119, 31.2228958863, 0.0], [121.5818692456, 31.2279760269, 0.0], [121.575957479, 31.227910689, 0.0]]",65
418,BLD01649_PS3_K3A_NIA0373,"[[121.6293107211, 31.2183284614, 0.0], [121.6352220257, 31.2183913295, 0.0], [121.6351490222, 31.2234715887, 0.0], [121.6292374016, 31.2234087082, 0.0]]",125
419,BLD01650_PS3_K3A_NIA0373,"[[121.6352220257, 31.2183913295, 0.0], [121.6411333489, 31.218453926, 0.0], [121.6410606613, 31.2235341977, 0.0], [121.6351490222, 31.2234715887, 0.0]]",128
420,BLD01651_PS3_K3A_NIA0373,"[[121.6411333489, 31.218453926, 0.0], [121.6470446904, 31.2185162509, 0.0], [121.6469723188, 31.223596535, 0.0], [121.6410606613, 31.2235341977, 0.0]]",143
421,BLD01653_PS3_K3A_NIA0373,"[[121.6529560503, 31.2185783043, 0.0], [121.6588674284, 31.2186400861, 0.0], [121.6587956887, 31.2237203949, 0.0], [121.6528839946, 31.2236586007, 0.0]]",71
422,BLD01654_PS3_K3A_NIA0373,"[[121.6588674284, 31.2186400861, 0.0], [121.6647788247, 31.2187015963, 0.0], [121.664707401, 31.2237819173, 0.0], [121.6587956887, 31.2237203949, 0.0]]",159
423,BLD01655_PS3_K3A_NIA0373,"[[121.6647788247, 31.2187015963, 0.0], [121.670690239, 31.218762835, 0.0], [121.6706191314, 31.2238431682, 0.0], [121.664707401, 31.2237819173, 0.0]]",58
424,BLD01657_PS3_K3A_NIA0373,"[[121.6766016714, 31.2188238022, 0.0], [121.6825131217, 31.2188844977, 0.0], [121.682442646, 31.2239648551, 0.0], [121.6765308797, 31.2239041475, 0.0]]",34
425,BLD01658_PS3_K3A_NIA0373,"[[121.5229894756, 31.2120703884, 0.0], [121.528900118, 31.2121381304, 0.0], [121.5288214477, 31.2172181604, 0.0], [121.5229104895, 31.2171504049, 0.0]]",87
426,BLD01659_PS3_K3A_NIA0373,"[[121.528900118, 31.2121381304, 0.0], [121.5348107804, 31.2122056009, 0.0], [121.5347324259, 31.2172856443, 0.0], [121.5288214477, 31.2172181604, 0.0]]",71
427,BLD01661_PS3_K3A_NIA0373,"[[121.5407214626, 31.2122727999, 0.0], [121.5466321645, 31.2123397276, 0.0], [121.5465544417, 31.2174197977, 0.0], [121.5406434239, 31.2173528568, 0.0]]",15
428,BLD01662_PS3_K3A_NIA0373,"[[121.5466321645, 31.2123397276, 0.0], [121.5525428862, 31.2124063837, 0.0], [121.5524654791, 31.2174864671, 0.0], [121.5465544417, 31.2174197977, 0.0]]",32
429,BLD01664_PS3_K3A_NIA0373,"[[121.5584536274, 31.2124727685, 0.0], [121.5643643881, 31.2125388817, 0.0], [121.5642876128, 31.2176189915, 0.0], [121.5583765362, 31.2175528651, 0.0]]",46
430,BLD01665_PS3_K3A_NIA0373,"[[121.5643643881, 31.2125388817, 0.0], [121.5702751683, 31.2126047235, 0.0], [121.5701987088, 31.2176848464, 0.0], [121.5642876128, 31.2176189915, 0.0]]",38
